<10 seconds,<2 minutes,<3 minutes,<5 minutes,>5 minutes,Total difference
3.7771670190274875,3.7771670190274844,0.0,0.0,0.0,7.5543340380549715
0.6349206349206327,0.6349206349206349,0.0,0.0,0.0,1.2698412698412676
0.0,0.0,0.0,0.0,0.0,0.0
1.4227642276422756,1.4227642276422763,0.0,0.0,0.0,2.845528455284552
0.49019607843136725,0.49019607843137253,0.0,0.0,0.0,0.9803921568627398
3.2178506375227727,3.2178506375227687,0.0,0.0,0.0,6.435701275045542
22.200000000000003,22.2,0.0,0.0,0.0,44.400000000000006
62.94457831325302,12.657831325301206,23.042168674698797,27.244578313253015,0.0,125.88915662650604
56.65961945031712,16.69281183932347,6.200422832980972,57.46892177589852,9.583086680761099,146.6048625792812
56.96466165413535,57.71654135338346,0.7518796992481203,0.0,0.0,115.43308270676692
63.54285714285714,52.028571428571425,11.514285714285714,0.0,0.0,127.08571428571427
10.281299524564176,10.281299524564183,0.0,0.0,0.0,20.56259904912836
0.747663551401871,0.7476635514018692,0.0,0.0,0.0,1.4953271028037403
0.16009852216748754,0.16009852216748754,0.0,0.0,0.0,0.3201970443349751
4.125177809388333,4.125177809388336,0.0,0.0,0.0,8.25035561877667
0.6078668683812367,0.3565809379727689,0.15128593040847202,0.0,0.0,1.1157337367624776
4.345506419400849,4.445506419400855,0.0,0.0,0.0,8.791012838801704
12.052228163992865,12.05222816399287,0.0,0.0,0.0,24.104456327985737
0.832053175775485,0.8320531757754801,0.0,0.0,0.0,1.664106351550965
0.8431654676258944,1.9223021582733808,0.9592326139088728,0.1199040767386091,0.0,3.844604316546757
0.0032341526519985564,2.066623544631306,1.29366106080207,0.7761966364812419,0.0,4.1397153945666165
4.857142857142861,4.857142857142857,0.0,0.0,0.0,9.714285714285719
10.738752783964358,10.738752783964365,0.0,0.0,0.0,21.477505567928723
0.03333333333334565,0.0333333333333341,0.0,0.0,0.0,0.06666666666667975
16.352399232245673,16.352399232245684,0.0,0.0,0.0,32.70479846449136
37.512388503468785,37.61149653121903,0.09910802775024777,0.0,0.0,75.22299306243806
37.78337531486146,15.88337531486146,0.8788413098236774,56.78387909319899,2.138287153652393,113.46775818639799
63.25524044389642,12.879161528976574,22.10850801479655,59.574599260172626,5.548705302096177,163.36621454993835
35.62570462232244,32.581736189402484,13.979706877113868,56.42412626832018,25.7630214205186,164.37429537767758
60.53760580411125,21.45296251511487,23.586698911729144,15.618863361547762,0.12091898428053204,121.31704957678357
27.70675512665862,29.033655006031363,1.3268998793727382,0.0,0.0,58.06731001206273
14.319018404907979,14.319018404907975,0.0,0.0,0.0,28.638036809815954
15.817549167927382,14.83419062027231,19.3624810892587,15.60090771558245,4.311649016641452,69.92677760968229
2.4319629415170816,10.07527504342791,5.906195715112913,17.19241459177765,1.2210191082802595,36.826867400115816
0.0,0.37831021437578816,1.450189155107188,4.16141235813367,5.989911727616644,11.979823455233289
3.22061191626409,2.737520128824477,0.644122383252818,2.0128824476650564,8.615136876006446,17.230273752012888
8.823529411764707,0.0,0.0,8.823529411764707,17.64705882352942,35.29411764705883
15.685903083700438,11.280616740088105,1.5418502202643172,2.8634361233480177,0.0,31.371806167400877
15.44186795491143,16.891143317230274,1.4492753623188406,0.0,0.0,33.78228663446055
0.2604951560818165,0.2604951560818085,0.0,0.0,0.0,0.520990312163625
3.211764705882345,3.211764705882352,0.0,0.0,0.0,6.423529411764697
0.33412625800549733,0.33412625800548934,0.0,0.0,0.0,0.6682525160109867
0.6448275862068868,0.6448275862068962,0.0,0.0,0.0,1.289655172413783
8.625166191832847,8.625166191832857,0.0,0.0,0.0,17.250332383665704
5.923966942148766,5.923966942148761,0.0,0.0,0.0,11.847933884297527
1.212806539509529,1.2128065395095362,0.0,0.0,0.0,2.4256130790190653
1.1670260557052927,1.1670260557053007,0.0,0.0,0.0,2.3340521114105934
2.107050796057621,2.107050796057619,0.0,0.0,0.0,4.21410159211524
0.16681614349775487,0.16681614349775797,0.0,0.0,0.0,0.33363228699551284
4.095907660020984,1.9972717733473235,0.5246589716684155,1.4690451206715633,0.1049317943336831,8.19181532004197
11.77327502429543,11.773275024295433,0.0,0.0,0.0,23.546550048590863
4.463218390804599,4.463218390804598,0.0,0.0,0.0,8.926436781609198
0.6232067510548376,0.6232067510548525,0.0,0.0,0.0,1.24641350210969
3.1901960784313843,4.366666666666665,0.9411764705882352,0.2352941176470588,0.0,8.733333333333343
17.909742120343836,18.291786055396372,0.09551098376313276,0.28653295128939826,0.0,36.58357211079274
55.37694859038143,51.96882255389718,7.405306799336651,3.233830845771144,0.6633499170812603,118.64825870646767
94.99284497444634,94.99284497444634,0.0,0.0,0.0,189.98568994889268
76.65236051502146,70.53991416309012,6.112446351931331,0.0,0.0,153.3047210300429
66.74961240310077,66.74961240310077,0.0,0.0,0.0,133.49922480620154
22.637715321849498,22.6377153218495,0.0,0.0,0.0,45.275430643698996
1.6286713286713308,1.6286713286713308,0.0,0.0,0.0,3.2573426573426616
70.83245236631838,64.48365089121083,6.34880147510756,0.0,0.0,141.66490473263678
65.1989231873654,66.41931083991386,1.2203876525484567,0.0,0.0,132.8386216798277
82.28170802077324,82.97414887478362,0.6924408540103866,0.0,0.0,165.94829774956725
54.515625,43.573660714285715,10.941964285714286,0.0,0.0,109.03125000000001
52.8114109050028,45.59246767847105,7.218943226531759,0.0,0.0,105.62282181000562
31.819822859552932,29.446815689582458,7.4341628005061136,2.6149304091100802,2.446225221425559,73.76195698017715
