Call_line,Date,Time,Received,Answered,Abandoned,Answered_wait,Abandoned_wait,Answer_Rate,Abandon_Rate,X0.10sec,X11.120sec,X2.3min,X3.5min,Over_5min,Weekday,X0.2min,estimate,smooth,Expected_Wait,X5.8min,Over_8min,Grade,Points,Time2
Reservations,1/5/2019,9:15:00,37,37,0,0:00:06,0:00:00,100,0,94.6,5.4,0,0,0,Saturday,100,12,12,0.057604575,4.09E-05,4.16E-07,4,148,2265
Reservations,1/5/2019,9:30:00,38,38,0,0:00:12,0:00:00,100,0,86.8,13.2,0,0,0,Saturday,100,12,12,0.070686954,6.69E-05,8.32E-07,4,152,2280
Reservations,1/5/2019,9:45:00,39,37,0,0:00:07,0:00:00,100,0,91.9,8.1,0,0,0,Saturday,100,12,13,0.057604575,4.09E-05,4.16E-07,4,148,2295
Reservations,1/5/2019,10:00:00,44,46,0,0:00:14,0:00:00,100,0,69.6,30.4,0,0,0,Saturday,100,14,13,0.064406492,3.43E-05,2.84E-07,4,184,2310
Reservations,1/5/2019,10:15:00,41,41,0,0:00:06,0:00:00,100,0,87.8,12.2,0,0,0,Saturday,100,13,13,0.055655476,2.96E-05,2.46E-07,4,164,2325
Reservations,1/5/2019,10:30:00,46,44,1,0:00:13,0:00:20,97.8,2.2,61.4,38.6,0,0,0,Saturday,100,13,14,0.098417792,0.000123759,1.88E-06,4,176,2340
Reservations,1/5/2019,10:45:00,68,60,5,0:00:49,0:00:57,92.3,7.7,25,73.3,1.7,0,0,Saturday,98.3,16,14,0.153430394,0.000255579,4.77E-06,4,240,2355
Reservations,1/5/2019,11:00:00,54,56,1,0:00:19,0:00:10,98.2,1.8,58.9,41.1,0,0,0,Saturday,100,16,14,0.08104737,4.31E-05,3.58E-07,4,224,2370
Reservations,1/5/2019,11:15:00,49,42,0,0:00:10,0:00:00,100,0,76.2,23.8,0,0,0,Saturday,100,13,13,0.067590736,4.80E-05,4.88E-07,4,168,2385
Reservations,1/5/2019,11:30:00,47,54,0,0:00:41,0:00:00,100,0,48.1,42.6,9.3,0,0,Saturday,90.7,13,13,0.580437852,0.009674799,0.00120558,4,216,2400
Reservations,1/5/2019,11:45:00,40,38,1,0:00:06,0:00:02,97.4,2.6,92.1,7.9,0,0,0,Saturday,100,12,12,0.070686954,6.69E-05,8.32E-07,4,152,2415
Reservations,1/5/2019,12:00:00,57,50,1,0:00:49,0:00:21,98,2,6,94,0,0,0,Saturday,100,15,11,0.06122542,2.44E-05,1.65E-07,4,200,2430
Reservations,1/5/2019,12:15:00,44,39,6,0:02:08,0:01:17,86.7,13.3,0,41,51.3,7.7,0,Saturday,41,9,10,1.483183267,0.056107683,0.024183128,3,117,2445
Reservations,1/5/2019,12:30:00,37,24,1,0:02:57,0:00:08,96,4,0,37.5,29.2,20.8,12.5,Saturday,37.5,6,10,1.294429998,0.048967292,0.021105528,1,24,2460
Reservations,1/5/2019,12:45:00,42,31,13,0:07:37,0:03:57,70.5,29.5,0,0,0,0,100,Saturday,0,7,10,2.563602307,0.099232129,0.080970066,1,31,2475
Reservations,1/5/2019,13:00:00,48,36,10,0:05:50,0:02:38,78.3,21.7,0,0,0,16.7,83.3,Saturday,0,8,11,2.630748713,0.101831238,0.08309085,1,36,2490
Reservations,1/5/2019,13:15:00,57,44,11,0:06:11,0:03:07,80,20,0,0,0,2.3,97.7,Saturday,0,9,10,13.86928773,0.120094247,0.542424347,0,0,2505
Reservations,1/5/2019,13:30:00,62,59,11,0:04:36,0:02:16,84.3,15.7,0,0,0,76.3,23.7,Saturday,0,12,11,14.00891722,0.121303299,0.547885222,0,0,2520
Reservations,1/5/2019,13:45:00,43,56,0,0:01:38,0:00:00,100,0,51.8,3.6,21.4,23.2,0,Saturday,55.4,12,12,2.813375531,0.108900372,0.088859025,3,168,2535
Reservations,1/5/2019,14:00:00,63,62,1,0:00:06,0:00:10,98.4,1.6,91.9,8.1,0,0,0,Saturday,100,17,13,0.103828055,7.38E-05,7.49E-07,4,248,2550
Reservations,1/5/2019,14:15:00,48,48,0,0:00:10,0:00:00,100,0,75,25,0,0,0,Saturday,100,14,14,0.092270617,8.73E-05,1.09E-06,4,192,2565
Reservations,1/5/2019,14:30:00,48,46,0,0:00:08,0:00:00,100,0,76.1,23.9,0,0,0,Saturday,100,14,15,0.064406492,3.43E-05,2.84E-07,4,184,2580
Reservations,1/5/2019,14:45:00,66,68,0,0:00:23,0:00:00,100,0,45.6,54.4,0,0,0,Saturday,100,19,15,0.066862687,1.48E-05,6.71E-08,4,272,2595
Reservations,1/5/2019,15:00:00,69,60,3,0:01:07,0:01:37,95.2,4.8,6.7,81.7,5,6.7,0,Saturday,88.4,14,16,0.722558059,0.014858705,0.002325649,3,180,2610
Reservations,1/5/2019,15:15:00,64,68,1,0:00:23,0:00:03,98.6,1.4,60.3,32.4,5.9,1.5,0,Saturday,92.7,16,16,0.54152649,0.007214901,0.000719822,4,272,2625
Reservations,1/5/2019,15:30:00,62,60,1,0:00:15,0:00:02,98.4,1.6,75,25,0,0,0,Saturday,100,17,17,0.075978058,3.02E-05,2.05E-07,4,240,2640
Reservations,1/5/2019,15:45:00,54,50,3,0:00:18,0:00:08,94.3,5.7,56,44,0,0,0,Saturday,100,15,17,0.06122542,2.44E-05,1.65E-07,4,200,2655
Reservations,1/5/2019,16:00:00,65,66,1,0:00:31,0:00:02,98.5,1.5,27.3,72.7,0,0,0,Saturday,100,18,15,0.09646186,5.13E-05,4.26E-07,4,264,2670
Reservations,1/5/2019,16:15:00,73,68,0,0:00:24,0:00:00,100,0,44.1,55.9,0,0,0,Saturday,100,19,15,0.066862687,1.48E-05,6.71E-08,4,272,2685
Reservations,1/5/2019,16:30:00,64,69,1,0:00:28,0:00:05,98.6,1.4,34.8,65.2,0,0,0,Saturday,100,19,15,0.077532233,2.30E-05,1.28E-07,4,276,2700
Reservations,1/5/2019,16:45:00,60,59,1,0:00:07,0:00:03,98.3,1.7,91.5,8.5,0,0,0,Saturday,100,17,15,0.064777936,1.92E-05,1.07E-07,4,236,2715
Reservations,1/6/2019,8:00:00,54,52,2,0:00:37,0:00:19,96.3,3.7,32.7,67.3,0,0,0,Sunday,100,15,11,0.086476794,6.15E-05,6.24E-07,4,208,2730
Reservations,1/6/2019,8:15:00,30,30,0,0:00:05,0:00:00,100,0,96.7,3.3,0,0,0,Sunday,100,10,12,0.075974432,0.000126556,2.36E-06,4,120,2745
Reservations,1/6/2019,8:30:00,35,35,0,0:00:06,0:00:00,100,0,91.4,8.6,0,0,0,Sunday,100,11,11,0.090831185,0.000151304,2.82E-06,4,140,2760
Reservations,1/6/2019,8:45:00,20,19,1,0:00:05,0:00:02,95,5,94.7,5.3,0,0,0,Sunday,100,8,11,0.032629661,4.10E-05,6.25E-07,4,76,2775
Reservations,1/6/2019,9:00:00,41,40,0,0:00:05,0:00:00,100,0,97.5,2.5,0,0,0,Sunday,100,12,11,0.104881241,0.000174708,3.26E-06,4,160,2790
Reservations,1/6/2019,9:15:00,40,41,0,0:00:11,0:00:00,100,0,75.6,24.4,0,0,0,Sunday,100,13,11,0.055655476,2.96E-05,2.46E-07,4,164,2805
Reservations,1/6/2019,9:30:00,31,28,1,0:00:22,0:01:18,96.6,3.4,53.6,46.4,0,0,0,Sunday,100,10,11,0.047367828,4.48E-05,5.57E-07,4,112,2820
Reservations,1/6/2019,9:45:00,30,28,0,0:02:39,0:00:00,100,0,0,32.1,25,42.9,0,Sunday,32.1,6,11,6.170635553,0.139261645,0.283153012,3,84,2835
Reservations,1/6/2019,10:00:00,51,53,1,0:00:20,0:00:06,98.1,1.9,49.1,50.9,0,0,0,Sunday,100,15,11,0.102331999,9.69E-05,1.20E-06,4,212,2850
Reservations,1/6/2019,10:15:00,44,41,2,0:00:46,0:01:16,95.3,4.7,19.5,80.5,0,0,0,Sunday,100,13,11,0.055655476,2.96E-05,2.46E-07,4,164,2865
Reservations,1/6/2019,10:30:00,35,37,0,0:00:54,0:00:00,100,0,16.2,75.7,8.1,0,0,Sunday,91.9,10,10,0.332585085,0.003501828,0.000280961,4,148,2880
Reservations,1/6/2019,10:45:00,37,37,0,0:00:06,0:00:00,100,0,94.6,5.4,0,0,0,Sunday,100,12,10,0.057604575,4.09E-05,4.16E-07,4,148,2895
Reservations,1/6/2019,11:00:00,48,41,1,0:00:36,0:00:19,97.6,2.4,58.5,34.1,7.3,0,0,Sunday,92.6,11,10,0.29669067,0.002445606,0.000158347,4,164,2910
Reservations,1/6/2019,11:15:00,37,38,0,0:01:44,0:00:00,100,0,0,68.4,18.4,13.2,0,Sunday,68.4,9,9,1.149412556,0.039188288,0.012826751,3,114,2925
Reservations,1/6/2019,11:30:00,42,38,2,0:02:56,0:02:38,95,5,0,10.5,42.1,47.4,0,Sunday,10.5,8,9,6.33126473,0.142886795,0.290523831,3,114,2940
Reservations,1/6/2019,11:45:00,46,36,1,0:03:02,0:02:29,97.3,2.7,0,27.8,22.2,33.3,16.7,Sunday,27.8,8,9,2.630748713,0.101831238,0.08309085,1,36,2955
Reservations,1/6/2019,12:00:00,27,32,6,0:04:42,0:02:06,84.2,15.8,0,6.3,18.8,18.8,56.3,Sunday,6.3,7,8,3.786141267,0.125686959,0.152881748,0,0,2970
Reservations,1/6/2019,12:15:00,49,31,8,0:03:36,0:02:05,79.5,20.5,0,0,45.2,35.5,19.4,Sunday,0,7,8,2.563602307,0.099232129,0.080970066,1,31,2985
Reservations,1/6/2019,12:30:00,44,29,8,0:07:02,0:02:17,78.4,21.6,0,0,0,0,100,Sunday,0,6,8,13.64130803,0.118120169,0.533508119,0,0,3000
Reservations,1/6/2019,12:45:00,53,41,9,0:06:41,0:02:52,82,18,0,0,0,2.4,97.6,Sunday,0,9,8,2.686970835,0.104007489,0.084866597,1,41,3015
Reservations,1/6/2019,13:00:00,52,41,7,0:06:52,0:02:37,85.4,14.6,0,0,0,0,100,Sunday,0,9,8,2.686970835,0.104007489,0.084866597,1,41,3030
Reservations,1/6/2019,13:15:00,66,42,17,0:09:13,0:04:37,71.2,28.8,0,0,0,0,100,Sunday,0,9,9,3.914173753,0.1299372,0.15805161,0,0,3045
Reservations,1/6/2019,13:30:00,63,43,19,0:09:53,0:03:15,69.4,30.6,0,0,0,0,100,Sunday,0,9,9,6.391607483,0.144248637,0.293292789,0,0,3060
Reservations,1/6/2019,13:45:00,72,39,27,0:11:16,0:04:08,59.1,40.9,0,0,0,0,100,Sunday,0,8,10,13.80701692,0.119555043,0.539988952,0,0,3075
Reservations,1/6/2019,14:00:00,73,48,14,0:12:27,0:04:53,77.4,22.6,0,0,0,0,100,Sunday,0,10,10,6.44310258,0.145410802,0.295655754,0,0,3090
Reservations,1/6/2019,14:15:00,55,48,21,0:12:32,0:07:03,69.6,30.4,0,0,0,0,100,Sunday,0,10,10,6.44310258,0.145410802,0.295655754,0,0,3105
Reservations,1/6/2019,14:30:00,89,47,27,0:10:50,0:04:50,63.5,36.5,0,0,0,0,100,Sunday,0,10,11,3.963968678,0.131590222,0.160062295,0,0,3120
Reservations,1/6/2019,14:45:00,71,66,24,0:10:11,0:03:34,73.3,26.7,0,0,0,0,100,Sunday,0,14,11,2.875220486,0.111294272,0.090812366,0,0,3135
Reservations,1/6/2019,15:00:00,59,52,6,0:09:40,0:06:03,89.7,10.3,0,0,0,0,100,Sunday,0,11,12,4.007164275,0.133024168,0.161806503,0,0,3150
Reservations,1/6/2019,15:15:00,70,60,18,0:09:09,0:04:00,76.9,23.1,0,0,0,0,100,Sunday,0,13,12,2.113162967,0.084098358,0.048943285,1,60,3165
Reservations,1/6/2019,15:30:00,81,49,10,0:08:28,0:02:15,83.1,16.9,0,0,0,0,100,Sunday,0,10,13,13.92242057,0.120554324,0.54450236,0,0,3180
Reservations,1/6/2019,15:45:00,85,68,21,0:09:51,0:03:19,76.4,23.6,0,0,0,0,100,Sunday,0,14,13,6.592986813,0.148793456,0.302533517,0,0,3195
Reservations,1/6/2019,16:00:00,81,60,18,0:11:10,0:04:08,76.9,23.1,0,0,0,0,100,Sunday,0,13,13,2.113162967,0.084098358,0.048943285,1,60,3210
Reservations,1/6/2019,16:15:00,108,58,30,0:10:49,0:04:31,65.9,34.1,0,0,0,0,100,Sunday,0,12,11,6.526968553,0.147303526,0.299504126,0,0,3225
Reservations,1/6/2019,16:30:00,93,78,27,0:11:38,0:03:54,74.3,25.7,0,0,0,0,100,Sunday,0,16,11,6.646770744,0.150007275,0.30500151,0,0,3240
Reservations,1/6/2019,16:45:00,80,75,17,0:10:25,0:05:01,81.5,18.5,0,0,0,0,100,Sunday,0,16,11,2.190227883,0.08716534,0.050728197,1,75,3255
Reservations,1/6/2019,17:00:00,0,39,7,0:09:47,0:04:58,84.8,15.2,0,0,0,0,100,Sunday,0,8,11,13.80701692,0.119555043,0.539988952,0,0,3270
Reservations,1/7/2019,8:00:00,60,52,2,0:00:41,0:00:57,96.3,3.7,26.9,73.1,0,0,0,Monday,100,15,15,0.086476794,6.15E-05,6.24E-07,4,208,3285
Reservations,1/7/2019,8:15:00,51,56,0,0:00:20,0:00:00,100,0,57.1,42.9,0,0,0,Monday,100,16,15,0.08104737,4.31E-05,3.58E-07,4,224,3300
Reservations,1/7/2019,8:30:00,46,47,0,0:00:05,0:00:00,100,0,95.7,4.3,0,0,0,Monday,100,14,15,0.077224053,5.49E-05,5.57E-07,4,188,3315
Reservations,1/7/2019,8:45:00,54,53,1,0:00:04,0:00:07,98.1,1.9,100,0,0,0,0,Monday,100,15,15,0.102331999,9.69E-05,1.20E-06,4,212,3330
Reservations,1/7/2019,9:00:00,63,61,2,0:00:05,0:00:06,96.8,3.2,93.4,6.6,0,0,0,Monday,100,17,15,0.088907882,4.73E-05,3.93E-07,4,244,3345
Reservations,1/7/2019,9:15:00,47,45,2,0:00:05,0:00:04,95.7,4.3,95.6,4.4,0,0,0,Monday,100,14,15,0.053505598,2.13E-05,1.44E-07,4,180,3360
Reservations,1/7/2019,9:30:00,54,54,0,0:00:11,0:00:00,100,0,72.2,27.8,0,0,0,Monday,100,16,16,0.058105888,1.73E-05,9.57E-08,4,216,3375
Reservations,1/7/2019,9:45:00,51,48,1,0:00:25,0:00:21,98,2,43.8,56.3,0,0,0,Monday,100.1,14,16,0.092270617,8.73E-05,1.09E-06,4,192,3390
Reservations,1/7/2019,10:00:00,53,55,0,0:00:09,0:00:00,100,0,72.7,27.3,0,0,0,Monday,100,16,16,0.068722446,2.73E-05,1.86E-07,4,220,3405
Reservations,1/7/2019,10:15:00,63,61,2,0:00:21,0:00:08,96.8,3.2,50.8,49.2,0,0,0,Monday,100,17,15,0.088907882,4.73E-05,3.93E-07,4,244,3420
Reservations,1/7/2019,10:30:00,67,65,2,0:00:14,0:00:24,97,3,63.1,36.9,0,0,0,Monday,100,18,15,0.082985043,3.30E-05,2.24E-07,4,260,3435
Reservations,1/7/2019,10:45:00,63,62,0,0:00:05,0:00:00,100,0,98.4,1.6,0,0,0,Monday,100,17,15,0.103828055,7.38E-05,7.49E-07,4,248,3450
Reservations,1/7/2019,11:00:00,72,59,6,0:01:14,0:00:16,90.8,9.2,1.7,94.9,3.4,0,0,Monday,96.6,15,14,0.271578746,0.001341571,5.70E-05,4,236,3465
Reservations,1/7/2019,11:15:00,77,53,8,0:03:14,0:01:23,86.9,13.1,0,20.8,9.4,69.8,0,Monday,20.8,11,14,6.487751201,0.146418452,0.297704553,3,159,3480
Reservations,1/7/2019,11:30:00,78,49,15,0:06:14,0:03:20,76.6,23.4,0,0,0,18.4,81.6,Monday,0,10,13,13.92242057,0.120554324,0.54450236,0,0,3495
Reservations,1/7/2019,11:45:00,74,61,19,0:07:16,0:03:35,76.3,23.8,0,0,0,0,100,Monday,0,13,12,2.845975827,0.110162267,0.089888689,1,61,3510
Reservations,1/7/2019,12:00:00,90,57,31,0:07:53,0:02:54,64.8,35.2,0,0,0,0,100,Monday,0,12,12,4.045125123,0.134284339,0.163339336,0,0,3525
Reservations,1/7/2019,12:15:00,67,53,29,0:07:26,0:03:54,64.6,35.4,0,0,0,0,100,Monday,0,11,11,6.487751201,0.146418452,0.297704553,0,0,3540
Reservations,1/7/2019,12:30:00,74,46,20,0:06:50,0:02:33,69.7,30.3,0,0,0,0,100,Monday,0,10,12,2.735004641,0.105866785,0.086383721,1,46,3555
Reservations,1/7/2019,12:45:00,79,60,17,0:06:35,0:02:35,77.9,22.1,0,0,0,1.7,98.3,Monday,0,13,13,2.113162967,0.084098358,0.048943285,1,60,3570
Reservations,1/7/2019,13:00:00,99,55,31,0:06:55,0:04:18,64,36,0,0,0,0,100,Monday,0,12,13,2.081707387,0.082846508,0.048214738,1,55,3585
Reservations,1/7/2019,13:15:00,79,53,25,0:09:33,0:04:53,67.9,32.1,0,0,0,0,100,Monday,0,11,13,6.487751201,0.146418452,0.297704553,0,0,3600
Reservations,1/7/2019,13:30:00,85,84,25,0:06:33,0:03:39,77.1,22.9,0,0,0,35.7,64.3,Monday,0,17,13,14.1564458,0.12258075,0.553655028,0,0,3615
Reservations,1/7/2019,13:45:00,91,64,21,0:04:03,0:02:15,75.3,24.7,0,0,0,100,0,Monday,0,14,14,1.657619098,0.062706457,0.027027283,3,192,3630
Reservations,1/7/2019,14:00:00,106,62,24,0:06:14,0:03:04,72.1,27.9,0,0,0,41.9,58.1,Monday,0,13,14,4.078847343,0.135403801,0.164701015,0,0,3645
Reservations,1/7/2019,14:15:00,89,71,30,0:07:44,0:03:37,70.3,29.7,0,0,0,0,100,Monday,0,15,14,2.901659106,0.11231766,0.091647416,0,0,3660
Reservations,1/7/2019,14:30:00,102,55,32,0:07:27,0:02:25,63.2,36.8,0,0,0,0,100,Monday,0,12,15,2.081707387,0.082846508,0.048214738,1,55,3675
Reservations,1/7/2019,14:45:00,120,73,32,0:09:11,0:03:28,69.5,30.5,0,0,0,0,100,Monday,0,15,15,6.621158945,0.149429257,0.303826257,0,0,3690
Reservations,1/7/2019,15:00:00,143,84,37,0:09:10,0:04:19,69.4,30.6,0,0,0,0,100,Monday,0,17,16,14.1564458,0.12258075,0.553655028,0,0,3705
Reservations,1/7/2019,15:15:00,130,79,50,0:11:42,0:05:02,61.2,38.8,0,0,0,0,100,Monday,0,16,16,14.13234113,0.122372028,0.5527123,0,0,3720
Reservations,1/7/2019,15:30:00,131,98,43,0:11:28,0:04:50,69.5,30.5,0,0,0,0,100,Monday,0,20,17,6.73005044,0.151886768,0.308822979,0,0,3735
Reservations,1/7/2019,15:45:00,147,84,43,0:10:34,0:04:49,66.1,33.9,0,0,0,0,100,Monday,0,17,18,14.1564458,0.12258075,0.553655028,0,0,3750
Reservations,1/7/2019,16:00:00,142,83,54,0:12:00,0:05:03,60.6,39.4,0,0,0,0,100,Monday,0,17,18,6.670192791,0.150535874,0.306076281,0,0,3765
Reservations,1/7/2019,16:15:00,151,93,41,0:14:09,0:06:03,69.4,30.6,0,0,0,0,100,Monday,0,19,16,6.711609353,0.151470582,0.30797677,0,0,3780
Reservations,1/7/2019,16:30:00,139,83,47,0:15:10,0:06:21,63.8,36.2,0,0,0,0,100,Monday,0,17,16,6.670192791,0.150535874,0.306076281,0,0,3795
Reservations,1/7/2019,16:45:00,111,99,37,0:17:39,0:08:04,72.8,27.2,0,0,0,0,100,Monday,0,20,15,14.21800166,0.123113763,0.556062461,0,0,3810
Reservations,1/7/2019,17:00:00,0,84,18,0:14:56,0:09:52,82.4,17.6,0,0,0,0,100,Monday,0,17,15,14.1564458,0.12258075,0.553655028,0,0,3825
,,,,,,,,,,,,,,,,,,,,,,,,
