<10 seconds,<2 minutes,<3 minutes,<5 minutes,>5 minutes
99.57716701902748,0.42283298097251587,0.0,0.0,0.0
99.36507936507937,0.6349206349206349,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0
98.57723577235772,1.4227642276422763,0.0,0.0,0.0
99.50980392156863,0.49019607843137253,0.0,0.0,0.0
99.81785063752277,0.18214936247723132,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0
73.64457831325302,23.042168674698797,1.957831325301205,1.355421686746988,0.0
56.65961945031712,25.792811839323466,7.399577167019028,6.13107822410148,4.0169133192389
95.86466165413535,3.3834586466165413,0.7518796992481203,0.0,0.0
84.14285714285714,15.571428571428573,0.2857142857142857,0.0,0.0
97.78129952456418,2.218700475435816,0.0,0.0,0.0
99.25233644859813,0.7476635514018692,0.0,0.0,0.0
97.66009852216749,2.3399014778325125,0.0,0.0,0.0
95.87482219061167,4.125177809388336,0.0,0.0,0.0
93.19213313161876,6.656580937972769,0.15128593040847202,0.0,0.0
98.14550641940085,1.8544935805991443,0.0,0.0,0.0
98.75222816399287,1.2477718360071302,0.0,0.0,0.0
97.93205317577548,2.06794682422452,0.0,0.0,0.0
96.0431654676259,2.877697841726619,0.9592326139088728,0.1199040767386091,0.0
92.496765847348,5.433376455368694,1.29366106080207,0.7761966364812419,0.0
95.14285714285714,4.857142857142857,0.0,0.0,0.0
97.43875278396436,2.5612472160356345,0.0,0.0,0.0
95.83333333333334,4.166666666666666,0.0,0.0,0.0
98.75239923224568,1.2476007677543186,0.0,0.0,0.0
87.51238850346878,12.388503468780971,0.09910802775024777,0.0,0.0
37.78337531486146,37.78337531486146,7.178841309823677,8.816120906801007,8.438287153652393
63.25524044389642,17.879161528976574,7.891491985203452,5.425400739827373,5.548705302096177
35.62570462232244,32.581736189402484,13.979706877113868,12.175873731679818,5.636978579481398
70.73760580411125,19.347037484885128,7.013301088270858,2.781136638452237,0.12091898428053204
93.60675512665863,5.066344993968637,1.3268998793727382,0.0,0.0
96.31901840490798,3.6809815950920246,0.0,0.0,0.0
34.41754916792738,33.43419062027231,13.2375189107413,14.59909228441755,4.311649016641452
2.4319629415170816,10.07527504342791,5.906195715112913,14.707585408222352,66.87898089171973
0.0,0.37831021437578816,1.450189155107188,4.16141235813367,94.01008827238336
3.22061191626409,2.737520128824477,0.644122383252818,2.0128824476650564,91.38486312399355
8.823529411764707,0.0,0.0,8.823529411764707,82.35294117647058
78.41409691629956,17.180616740088105,1.5418502202643172,2.8634361233480177,0.0
94.04186795491142,4.508856682769726,1.4492753623188406,0.0,0.0
97.73950484391818,2.2604951560818085,0.0,0.0,0.0
94.58823529411765,5.411764705882352,0.0,0.0,0.0
96.06587374199451,3.9341262580054894,0.0,0.0,0.0
97.84482758620689,2.1551724137931036,0.0,0.0,0.0
99.52516619183285,0.4748338081671415,0.0,0.0,0.0
97.62396694214877,2.37603305785124,0.0,0.0,0.0
95.91280653950953,4.087193460490464,0.0,0.0,0.0
95.8670260557053,4.132973944294699,0.0,0.0,0.0
94.69294920394238,5.307050796057619,0.0,0.0,0.0
96.23318385650225,3.766816143497758,0.0,0.0,0.0
93.70409233997901,4.197271773347324,0.5246589716684155,1.4690451206715633,0.1049317943336831
97.47327502429543,2.5267249757045676,0.0,0.0,0.0
98.5632183908046,1.4367816091954022,0.0,0.0,0.0
98.52320675105484,1.4767932489451476,0.0,0.0,0.0
93.49019607843138,5.333333333333334,0.9411764705882352,0.2352941176470588,0.0
93.40974212034384,6.208213944603629,0.09551098376313276,0.28653295128939826,0.0
61.27694859038143,30.43117744610282,4.39469320066335,3.233830845771144,0.6633499170812603
96.59284497444634,3.4071550255536627,0.0,0.0,0.0
76.65236051502146,22.06008583690987,1.2875536480686696,0.0,0.0
88.44961240310077,11.550387596899226,0.0,0.0,0.0
92.8377153218495,7.162284678150499,0.0,0.0,0.0
91.32867132867133,8.67132867132867,0.0,0.0,0.0
73.63245236631838,24.21634910878918,2.15119852489244,0.0,0.0
85.49892318736539,13.280689160086146,1.2203876525484567,0.0,0.0
84.88170802077323,14.425851125216388,0.6924408540103866,0.0,0.0
66.015625,33.426339285714285,0.5580357142857143,0.0,0.0
74.3114109050028,25.407532321528947,0.2810567734682406,0.0,0.0
43.01982285955293,40.95318431041755,10.965837199493885,2.6149304091100802,2.446225221425559
15.830721003134796,40.28213166144201,15.464994775339601,20.741901776384537,7.6802507836990594
13.528089887640448,28.359550561797754,20.53932584269663,25.573033707865168,12.0
4.934210526315789,30.169172932330827,17.105263157894736,18.327067669172934,29.464285714285715
10.807234230260256,23.026025584472873,8.601676224084693,17.997353330392592,39.56771063078959
3.418124006359301,14.069952305246423,4.968203497615263,22.853736089030207,54.68998410174881
18.515797207935343,9.478324761204997,8.376193975018369,24.393828067597354,39.23585598824394
47.72937905468026,21.03799814643188,5.560704355885079,12.233549582947173,13.438368860055608
80.47445255474453,11.861313868613138,1.6423357664233578,4.197080291970803,1.824817518248175
98.92183288409704,1.078167115902965,0.0,0.0,0.0
95.88652482269504,4.113475177304964,0.0,0.0,0.0
94.06392694063926,4.71841704718417,1.06544901065449,0.15220700152207,0.0
99.57671957671957,0.4232804232804233,0.0,0.0,0.0
97.68339768339769,2.3166023166023164,0.0,0.0,0.0
96.06598984771574,3.807106598984772,0.12690355329949238,0.0,0.0
93.34741288278775,6.652587117212249,0.0,0.0,0.0
92.92237442922374,5.136986301369863,1.0273972602739725,0.91324200913242,0.0
93.47553324968632,6.524466750313676,0.0,0.0,0.0
