Call_line,Date,Time,Received,Answered,Abandoned,Answered_wait,Abandoned_wait,Answer_Rate,Abandon_Rate,X0.10sec,X11.120sec,X2.3min,X3.5min,Over_5min,Weekday,X0.2min,estimate,smooth,Expected_Wait,X5.8min,Over_8min,Grade,Points
Reservations,4/1/2019,13:15:00,70,37,18,0:09:58,0:04:16,67.3,32.7,0,0,0,0,100,Monday,0,8,13,3.855847619,0.128000972,0.155696442,0,0
Reservations,4/1/2019,13:30:00,91,87,14,0:07:11,0:02:13,86.1,13.9,0,0,0,9.2,90.8,Monday,0,18,13,4.204868151,0.139587262,0.169789648,0,0
Reservations,4/1/2019,13:45:00,75,96,8,0:03:20,0:01:33,92.3,7.7,0,20.8,20.8,43.8,14.6,Monday,20.8,20,14,3.004156635,0.116285143,0.094884748,1,96
Reservations,4/1/2019,14:00:00,87,63,11,0:02:45,0:01:06,85.1,14.9,0,17.5,41.3,41.3,0,Monday,17.5,13,14,6.561788491,0.148089358,0.301101914,3,189
Reservations,4/1/2019,14:15:00,72,57,12,0:05:03,0:02:24,82.6,17.4,0,0,0,49.1,50.9,Monday,0,12,15,4.045125123,0.134284339,0.163339336,0,0
Reservations,4/1/2019,14:30:00,80,78,10,0:03:36,0:01:02,88.6,11.4,0,5.1,15.4,79.5,0,Monday,5.1,16,16,6.646770744,0.150007275,0.30500151,3,234
Reservations,4/1/2019,14:45:00,92,68,7,0:04:20,0:01:44,90.7,9.3,0,0,23.5,32.4,44.1,Monday,0,14,16,6.592986813,0.148793456,0.302533517,0,0
Reservations,4/1/2019,15:00:00,109,84,22,0:05:43,0:02:08,79.2,20.8,0,0,0,13.1,86.9,Monday,0,17,15,14.1564458,0.12258075,0.553655028,0,0
Reservations,4/1/2019,15:15:00,111,93,22,0:05:12,0:02:31,80.9,19.1,0,0,0,43,57,Monday,0,19,16,6.711609353,0.151470582,0.30797677,0,0
Reservations,4/1/2019,15:30:00,115,72,25,0:06:32,0:02:12,74.2,25.8,0,0,0,26.4,73.6,Monday,0,15,17,4.1363906,0.137314041,0.167024572,0,0
Reservations,4/1/2019,15:45:00,112,79,27,0:07:52,0:04:01,74.5,25.5,0,0,0,0,100,Monday,0,16,17,14.13234113,0.122372028,0.5527123,0,0
Reservations,4/1/2019,16:00:00,121,70,26,0:09:55,0:04:03,72.9,27.1,0,0,0,0,100,Monday,0,15,17,2.166955744,0.08623917,0.050189188,1,70
Reservations,4/1/2019,16:15:00,134,97,29,0:11:05,0:06:24,77,23,0,0,0,0,100,Monday,0,20,15,4.24210379,0.140823358,0.171293197,0,0
Reservations,4/1/2019,16:30:00,126,97,26,0:11:33,0:03:29,78.9,21.1,0,0,0,0,100,Monday,0,20,15,4.24210379,0.140823358,0.171293197,0,0
Reservations,4/1/2019,16:45:00,108,89,32,0:13:40,0:07:23,73.6,26.4,0,0,0,0,100,Monday,0,18,15,14.17859601,0.122772549,0.554521317,0,0
Reservations,4/1/2019,17:00:00,0,69,9,0:13:21,0:08:15,88.5,11.5,0,0,0,0,100,Monday,0,14,15,14.07695584,0.121892446,0.550546195,0,0
Reservations,4/1/2019,17:15:00,0,0,0,0:00:00,0:00:00,0,0,0,0,0,0,0,Monday,0,1,15,NA,0,0,3,0
Reservations,4/2/2019,8:00:00,65,60,4,0:01:05,0:00:39,93.8,6.3,25,68.3,6.7,0,0,Tuesday,93.3,15,16,0.319190425,0.002043612,0.000107076,4,240
Reservations,4/2/2019,8:15:00,66,67,0,0:00:06,0:00:00,100,0,91,9,0,0,0,Tuesday,100,18,16,0.111945679,7.96E-05,8.08E-07,4,268
Reservations,4/2/2019,8:30:00,59,57,1,0:00:05,0:00:01,98.3,1.7,93,7,0,0,0,Tuesday,100,16,16,0.095342755,6.78E-05,6.88E-07,4,228
Reservations,4/2/2019,8:45:00,50,50,1,0:00:05,0:00:02,98,2,100,0,0,0,0,Tuesday,100,15,16,0.06122542,2.44E-05,1.65E-07,4,200
Reservations,4/2/2019,9:00:00,52,50,2,0:00:05,0:00:01,96.2,3.8,90,10,0,0,0,Tuesday,100,15,16,0.06122542,2.44E-05,1.65E-07,4,200
Reservations,4/2/2019,9:15:00,59,54,1,0:00:19,0:00:06,98.2,1.8,66.7,33.3,0,0,0,Tuesday,100,16,16,0.058105888,1.73E-05,9.57E-08,4,216
Reservations,4/2/2019,9:30:00,65,65,3,0:00:17,0:00:13,95.6,4.4,67.7,32.3,0,0,0,Tuesday,100,18,16,0.082985043,3.30E-05,2.24E-07,4,260
Reservations,4/2/2019,9:45:00,47,46,1,0:00:05,0:00:06,97.9,2.1,97.8,2.2,0,0,0,Tuesday,100,14,16,0.064406492,3.43E-05,2.84E-07,4,184
Reservations,4/2/2019,10:00:00,68,61,2,0:00:31,0:00:38,96.8,3.2,54.1,45.9,0,0,0,Tuesday,100,17,17,0.088907882,4.73E-05,3.93E-07,4,244
Reservations,4/2/2019,10:15:00,69,70,5,0:00:58,0:00:32,93.3,6.7,1.4,90,8.6,0,0,Tuesday,91.4,17,17,0.348264842,0.00222976,0.00011683,4,280
Reservations,4/2/2019,10:30:00,74,74,0,0:00:08,0:00:00,100,0,82.4,17.6,0,0,0,Tuesday,100,20,17,0.083605781,2.48E-05,1.38E-07,4,296
Reservations,4/2/2019,10:45:00,58,58,0,0:00:05,0:00:00,100,0,94.8,5.2,0,0,0,Tuesday,100,16,16,0.111916685,0.000105934,1.32E-06,4,232
Reservations,4/2/2019,11:00:00,55,55,0,0:00:09,0:00:00,100,0,87.3,12.7,0,0,0,Tuesday,100,16,16,0.068722446,2.73E-05,1.86E-07,4,220
Reservations,4/2/2019,11:15:00,70,65,1,0:00:25,0:00:31,98.5,1.5,46.2,53.8,0,0,0,Tuesday,100,18,17,0.082985043,3.30E-05,2.24E-07,4,260
Reservations,4/2/2019,11:30:00,58,56,0,0:00:25,0:00:00,100,0,28.6,71.4,0,0,0,Tuesday,100,16,16,0.08104737,4.31E-05,3.58E-07,4,224
Reservations,4/2/2019,11:45:00,49,49,5,0:01:07,0:00:22,90.7,9.3,12.2,79.6,8.2,0,0,Tuesday,91.8,12,15,0.556220774,0.009271146,0.001155281,4,196
Reservations,4/2/2019,12:00:00,56,54,3,0:00:23,0:00:11,94.7,5.3,35.2,64.8,0,0,0,Tuesday,100,16,14,0.058105888,1.73E-05,9.57E-08,4,216
Reservations,4/2/2019,12:15:00,70,66,2,0:00:24,0:00:19,97.1,2.9,37.9,62.1,0,0,0,Tuesday,100,18,14,0.09646186,5.13E-05,4.26E-07,4,264
Reservations,4/2/2019,12:30:00,67,48,6,0:01:36,0:00:33,88.9,11.1,2.1,70.8,27.1,0,0,Tuesday,72.9,11,13,1.228787497,0.041894512,0.013712527,4,192
Reservations,4/2/2019,12:45:00,74,56,12,0:04:08,0:02:15,82.4,17.6,0,0,10.7,66.1,23.2,Tuesday,0,12,13,2.813375531,0.108900372,0.088859025,1,56
Reservations,4/2/2019,13:00:00,66,42,15,0:06:25,0:02:35,73.7,26.3,0,0,0,4.8,95.2,Tuesday,0,9,14,3.914173753,0.1299372,0.15805161,0,0
Reservations,4/2/2019,13:15:00,79,55,14,0:08:56,0:03:20,79.7,20.3,0,0,0,0,100,Tuesday,0,12,14,2.081707387,0.082846508,0.048214738,1,55
Reservations,4/2/2019,13:30:00,73,66,18,0:07:31,0:03:47,78.6,21.4,0,0,0,1.5,98.5,Tuesday,0,14,14,2.875220486,0.111294272,0.090812366,1,66
Reservations,4/2/2019,13:45:00,84,69,8,0:06:16,0:02:31,89.6,10.4,0,0,0,0,100,Tuesday,0,14,14,14.07695584,0.121892446,0.550546195,0,0
Reservations,4/2/2019,14:00:00,75,90,10,0:04:13,0:01:59,90,10,0,0,27.8,33.3,38.9,Tuesday,0,19,14,2.249338029,0.089517769,0.052097256,1,90
Reservations,4/2/2019,14:15:00,79,74,4,0:02:09,0:00:58,94.9,5.1,0,39.2,58.1,2.7,0,Tuesday,39.2,16,15,1.704743626,0.064489142,0.027795643,4,296
Reservations,4/2/2019,14:30:00,86,79,7,0:01:32,0:00:55,91.9,8.1,0,84.8,15.2,0,0,Tuesday,84.8,18,16,0.673435788,0.011224899,0.001398739,4,316
Reservations,4/2/2019,14:45:00,80,65,7,0:02:00,0:01:43,90.3,9.7,0,53.8,46.2,0,0,Tuesday,53.8,14,16,2.141404293,0.085222289,0.049597387,4,260
Reservations,4/2/2019,15:00:00,86,68,20,0:05:16,0:03:07,77.3,22.7,0,0,0,33.8,66.2,Tuesday,0,14,17,6.592986813,0.148793456,0.302533517,0,0
Reservations,4/2/2019,15:15:00,85,76,11,0:03:56,0:02:02,87.4,12.6,0,5.3,13.2,73.7,7.9,Tuesday,5.3,16,17,2.925721733,0.113249078,0.092407422,1,76
Reservations,4/2/2019,15:30:00,91,78,3,0:02:41,0:00:54,96.3,3.7,0,9,67.9,23.1,0,Tuesday,9,16,18,6.646770744,0.150007275,0.30500151,3,234
Reservations,4/2/2019,15:45:00,109,82,16,0:04:07,0:01:51,83.7,16.3,0,0,0,97.6,2.4,Tuesday,0,17,18,4.183963278,0.138893291,0.168945524,2,164
Reservations,4/2/2019,16:00:00,121,91,18,0:05:36,0:01:58,83.5,16.5,0,0,0,14.3,85.7,Tuesday,0,19,17,2.986761596,0.115611814,0.094335335,1,91
Reservations,4/2/2019,16:15:00,119,101,18,0:07:17,0:03:10,84.9,15.1,0,0,0,0,100,Tuesday,0,21,15,3.020363134,0.116912465,0.095396622,1,101
Reservations,4/2/2019,16:30:00,131,111,20,0:06:20,0:02:52,84.7,15.3,0,0,0,0,100,Tuesday,0,23,15,3.049717422,0.118048713,0.096323763,1,111
Reservations,4/2/2019,16:45:00,83,107,20,0:05:27,0:01:49,84.3,15.7,0,0,6.5,20.6,72.9,Tuesday,0,22,15,4.274384404,0.141894964,0.172596666,0,0
Reservations,4/2/2019,17:00:00,1,6,0,0:01:48,0:00:00,100,0,16.7,0,83.3,0,0,Tuesday,16.7,2,15,1.6875,0.065319889,0.053298823,4,24
Reservations,4/2/2019,17:15:00,0,0,0,0:00:00,0:00:00,0,0,0,0,0,0,0,Tuesday,0,1,14,NA,0,0,3,0
Reservations,4/3/2019,8:00:00,50,49,1,0:00:06,0:00:02,98,2,89.8,10.2,0,0,0,Wednesday,100,14,13,0.109915495,0.000138218,2.10E-06,4,196
Reservations,4/3/2019,8:15:00,47,47,0,0:00:05,0:00:00,100,0,95.7,4.3,0,0,0,Wednesday,100,14,14,0.077224053,5.49E-05,5.57E-07,4,188
Reservations,4/3/2019,8:30:00,47,47,0,0:00:05,0:00:00,100,0,91.5,8.5,0,0,0,Wednesday,100,14,13,0.077224053,5.49E-05,5.57E-07,4,188
Reservations,4/3/2019,8:45:00,38,37,1,0:00:06,0:00:01,97.4,2.6,86.5,13.5,0,0,0,Wednesday,100,12,13,0.057604575,4.09E-05,4.16E-07,4,148
Reservations,4/3/2019,9:00:00,38,38,0,0:00:05,0:00:00,100,0,92.1,7.9,0,0,0,Wednesday,100,12,14,0.070686954,6.69E-05,8.32E-07,4,152
Reservations,4/3/2019,9:15:00,53,52,1,0:00:11,0:00:06,98.1,1.9,73.1,26.9,0,0,0,Wednesday,100,15,14,0.086476794,6.15E-05,6.24E-07,4,208
Reservations,4/3/2019,9:30:00,43,42,1,0:00:11,0:00:01,97.7,2.3,66.7,33.3,0,0,0,Wednesday,100,13,13,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,4/3/2019,9:45:00,45,42,1,0:00:37,0:00:39,97.7,2.3,31,69,0,0,0,Wednesday,100,13,13,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,4/3/2019,10:00:00,50,50,0,0:00:09,0:00:00,100,0,82,18,0,0,0,Wednesday,100,15,14,0.06122542,2.44E-05,1.65E-07,4,200
Reservations,4/3/2019,10:15:00,56,55,2,0:00:26,0:00:43,96.5,3.5,29.1,70.9,0,0,0,Wednesday,100,16,14,0.068722446,2.73E-05,1.86E-07,4,220
Reservations,4/3/2019,10:30:00,77,51,12,0:01:48,0:01:30,81,19,15.7,39.2,19.6,25.5,0,Wednesday,54.9,11,13,2.776703422,0.107480865,0.087700755,3,153
Reservations,4/3/2019,10:45:00,54,58,6,0:02:53,0:01:31,90.6,9.4,0,29.3,13.8,56.9,0,Wednesday,29.3,12,13,6.526968553,0.147303526,0.299504126,3,174
Reservations,4/3/2019,11:00:00,46,51,0,0:00:11,0:00:00,100,0,78.4,21.6,0,0,0,Wednesday,100,15,13,0.072877926,3.88E-05,3.22E-07,4,204
Reservations,4/3/2019,11:15:00,70,56,2,0:01:55,0:00:50,96.6,3.4,1.8,62.5,21.4,14.3,0,Wednesday,64.3,12,13,2.813375531,0.108900372,0.088859025,3,168
Reservations,4/3/2019,11:30:00,65,65,4,0:01:42,0:00:51,94.2,5.8,0,63.1,30.8,6.2,0,Wednesday,63.1,14,12,2.141404293,0.085222289,0.049597387,3,195
Reservations,4/3/2019,11:45:00,54,53,9,0:01:34,0:01:01,85.5,14.5,17,45.3,32.1,5.7,0,Wednesday,62.3,12,12,1.261417912,0.04300702,0.014076663,3,159
Reservations,4/3/2019,12:00:00,65,50,6,0:01:06,0:00:50,89.3,10.7,8,84,8,0,0,Wednesday,92,12,11,0.674082336,0.013861849,0.002169624,4,200
Reservations,4/3/2019,12:15:00,42,49,1,0:00:43,0:00:21,98,2,40.8,40.8,18.4,0,0,Wednesday,81.6,12,11,0.556220774,0.009271146,0.001155281,4,196
Reservations,4/3/2019,12:30:00,47,35,1,0:02:09,0:00:11,97.2,2.8,0,57.1,11.4,31.4,0,Wednesday,57.1,8,11,1.905948053,0.075851746,0.04414395,3,105
Reservations,4/3/2019,12:45:00,52,30,10,0:05:22,0:02:08,75,25,0,0,0,20,80,Wednesday,0,7,11,1.841490369,0.073286499,0.042651035,1,30
Reservations,4/3/2019,13:00:00,57,37,18,0:07:15,0:03:47,67.3,32.7,0,0,0,0,100,Wednesday,0,8,11,3.855847619,0.128000972,0.155696442,0,0
Reservations,4/3/2019,13:15:00,85,58,24,0:06:45,0:02:19,70.7,29.3,0,0,0,0,100,Wednesday,0,12,11,6.526968553,0.147303526,0.299504126,0,0
Reservations,4/3/2019,13:30:00,80,79,13,0:05:11,0:02:19,85.9,14.1,0,0,0,44.3,55.7,Wednesday,0,16,11,14.13234113,0.122372028,0.5527123,0,0
Reservations,4/3/2019,13:45:00,85,65,19,0:03:17,0:01:28,77.4,22.6,0,0,32.3,67.7,0,Wednesday,0,14,12,2.141404293,0.085222289,0.049597387,3,195
Reservations,4/3/2019,14:00:00,68,61,12,0:02:53,0:01:36,83.6,16.4,0,0,65.6,34.4,0,Wednesday,0,13,13,2.845975827,0.110162267,0.089888689,3,183
Reservations,4/3/2019,14:15:00,66,57,9,0:03:44,0:01:25,86.4,13.6,0,0,28.1,68.4,3.5,Wednesday,0,12,14,4.045125123,0.134284339,0.163339336,0,0
Reservations,4/3/2019,14:30:00,84,57,10,0:04:53,0:02:14,85.1,14.9,0,0,0,50.9,49.1,Wednesday,0,12,15,4.045125123,0.134284339,0.163339336,0,0
Reservations,4/3/2019,14:45:00,86,74,14,0:06:16,0:02:46,84.1,15.9,0,0,0,0,100,Wednesday,0,15,15,14.10597235,0.1221437,0.551681024,0,0
Reservations,4/3/2019,15:00:00,102,77,23,0:05:33,0:02:12,77,23,0,0,0,18.2,81.8,Wednesday,0,16,15,4.161233413,0.138138737,0.168027707,0,0
Reservations,4/3/2019,15:15:00,95,98,12,0:03:10,0:01:12,89.1,10.9,0,9.2,28.6,62.2,0,Wednesday,9.2,20,16,6.73005044,0.151886768,0.308822979,3,294
Reservations,4/3/2019,15:30:00,101,88,9,0:02:21,0:00:41,90.7,9.3,0,27.3,67,5.7,0,Wednesday,27.3,19,17,1.417318514,0.048322324,0.01581642,3,264
Reservations,4/3/2019,15:45:00,76,86,7,0:02:27,0:00:51,92.5,7.5,0,25.6,50,24.4,0,Wednesday,25.6,18,18,2.968021866,0.114886435,0.09374345,3,258
Reservations,4/3/2019,16:00:00,124,66,13,0:03:25,0:01:00,83.5,16.5,0,22.7,16.7,36.4,24.2,Wednesday,22.7,14,17,2.875220486,0.111294272,0.090812366,1,66
Reservations,4/3/2019,16:15:00,137,101,26,0:07:07,0:02:51,79.5,20.5,0,0,0,0,100,Wednesday,0,21,16,3.020363134,0.116912465,0.095396622,1,101
Reservations,4/3/2019,16:30:00,140,94,33,0:07:16,0:03:40,74,26,0,0,0,0,100,Wednesday,0,19,15,14.19904488,0.122949616,0.555321067,0,0
Reservations,4/3/2019,16:45:00,93,112,24,0:07:41,0:03:08,82.4,17.6,0,0,0,0,100,Wednesday,0,23,15,4.288998131,0.14238009,0.173186758,0,0
Reservations,4/3/2019,17:00:00,0,27,0,0:05:17,0:00:00,100,0,0,0,0,22.2,77.8,Wednesday,0,6,14,3.700628501,0.122848227,0.149428802,0,0
Reservations,4/3/2019,17:15:00,0,0,0,0:00:00,0:00:00,0,0,0,0,0,0,0,Wednesday,0,1,14,NA,0,0,3,0
Reservations,4/4/2019,8:00:00,47,46,1,0:00:13,0:00:04,97.9,2.1,73.9,26.1,0,0,0,Thursday,100,14,14,0.064406492,3.43E-05,2.84E-07,4,184
Reservations,4/4/2019,8:15:00,42,41,0,0:00:06,0:00:00,100,0,92.7,7.3,0,0,0,Thursday,100,13,14,0.055655476,2.96E-05,2.46E-07,4,164
Reservations,4/4/2019,8:30:00,51,52,0,0:00:05,0:00:00,100,0,96.2,3.8,0,0,0,Thursday,100,15,14,0.086476794,6.15E-05,6.24E-07,4,208
Reservations,4/4/2019,8:45:00,42,40,1,0:00:05,0:00:04,97.6,2.4,92.5,7.5,0,0,0,Thursday,100,12,14,0.104881241,0.000174708,3.26E-06,4,160
Reservations,4/4/2019,9:00:00,55,54,2,0:00:05,0:00:01,96.4,3.6,96.3,3.7,0,0,0,Thursday,100,16,14,0.058105888,1.73E-05,9.57E-08,4,216
Reservations,4/4/2019,9:15:00,38,38,0,0:00:07,0:00:00,100,0,86.8,13.2,0,0,0,Thursday,100,12,14,0.070686954,6.69E-05,8.32E-07,4,152
Reservations,4/4/2019,9:30:00,44,42,2,0:00:04,0:00:02,95.5,4.5,97.6,2.4,0,0,0,Thursday,100,13,14,0.067590736,4.80E-05,4.88E-07,4,168
Reservations,4/4/2019,9:45:00,53,53,0,0:00:11,0:00:00,100,0,71.7,28.3,0,0,0,Thursday,100,15,14,0.102331999,9.69E-05,1.20E-06,4,212
Reservations,4/4/2019,10:00:00,50,50,0,0:00:08,0:00:00,100,0,76,24,0,0,0,Thursday,100,15,14,0.06122542,2.44E-05,1.65E-07,4,200
Reservations,4/4/2019,10:15:00,55,46,0,0:00:22,0:00:00,100,0,37,63,0,0,0,Thursday,100,14,13,0.064406492,3.43E-05,2.84E-07,4,184
Reservations,4/4/2019,10:30:00,41,42,8,0:01:03,0:00:45,84,16,14.3,73.8,11.9,0,0,Thursday,88.1,10,13,0.945502371,0.02796417,0.007074106,4,168
Reservations,4/4/2019,10:45:00,57,56,1,0:00:09,0:00:11,98.2,1.8,83.9,16.1,0,0,0,Thursday,100,16,14,0.08104737,4.31E-05,3.58E-07,4,224
Reservations,4/4/2019,11:00:00,57,47,2,0:00:52,0:01:16,95.9,4.1,25.5,70.2,4.3,0,0,Thursday,95.7,12,13,0.383310183,0.004035918,0.000323813,4,188
Reservations,4/4/2019,11:15:00,59,52,7,0:01:55,0:01:07,88.1,11.9,0,63.5,36.5,0,0,Thursday,63.5,12,14,1.012052338,0.029932452,0.007572023,4,208
Reservations,4/4/2019,11:30:00,48,56,0,0:00:38,0:00:00,100,0,58.9,28.6,12.5,0,0,Thursday,87.5,13,13,0.848917152,0.021167234,0.004191824,4,224
Reservations,4/4/2019,11:45:00,59,52,3,0:00:46,0:00:41,94.5,5.5,11.5,88.5,0,0,0,Thursday,100,15,13,0.086476794,6.15E-05,6.24E-07,4,208
Reservations,4/4/2019,12:00:00,44,46,1,0:00:51,0:00:38,97.9,2.1,21.7,78.3,0,0,0,Thursday,100,14,11,0.064406492,3.43E-05,2.84E-07,4,184
Reservations,4/4/2019,12:15:00,63,56,4,0:00:39,0:00:18,93.3,6.7,7.1,92.9,0,0,0,Thursday,100,16,11,0.08104737,4.31E-05,3.58E-07,4,224
Reservations,4/4/2019,12:30:00,45,30,8,0:02:26,0:01:32,78.9,21.1,0,30,46.7,23.3,0,Thursday,30,7,12,1.841490369,0.073286499,0.042651035,3,90
Reservations,4/4/2019,12:45:00,44,39,7,0:04:07,0:02:26,84.8,15.2,0,0,0,100,0,Thursday,0,8,12,13.80701692,0.119555043,0.539988952,3,117
Reservations,4/4/2019,13:00:00,67,27,13,0:08:16,0:04:02,67.5,32.5,0,0,0,11.1,88.9,Thursday,0,6,12,3.700628501,0.122848227,0.149428802,0,0
Reservations,4/4/2019,13:15:00,71,46,26,0:09:16,0:04:25,63.9,36.1,0,0,0,0,100,Thursday,0,10,12,2.735004641,0.105866785,0.086383721,0,0
Reservations,4/4/2019,13:30:00,83,73,17,0:06:45,0:02:45,81.1,18.9,0,0,0,0,100,Thursday,0,15,12,6.621158945,0.149429257,0.303826257,0,0
Reservations,4/4/2019,13:45:00,55,70,8,0:03:36,0:00:48,89.7,10.3,0,21.4,22.9,20,35.7,Thursday,21.4,15,13,2.166955744,0.08623917,0.050189188,1,70
Reservations,4/4/2019,14:00:00,72,67,3,0:01:38,0:00:44,95.7,4.3,0,79.1,20.9,0,0,Thursday,79.1,15,14,1.087919615,0.032176301,0.00813965,4,268
Reservations,4/4/2019,14:15:00,74,68,4,0:01:19,0:00:32,94.4,5.6,0,89.7,10.3,0,0,Thursday,89.7,16,15,0.54152649,0.007214901,0.000719822,4,272
Reservations,4/4/2019,14:30:00,65,66,2,0:01:23,0:01:18,97.1,2.9,6.1,62.1,31.8,0,0,Thursday,68.2,15,15,0.894898056,0.02231374,0.004418871,4,264
Reservations,4/4/2019,14:45:00,66,70,0,0:01:12,0:00:00,100,0,0,85.7,14.3,0,0,Thursday,85.7,16,16,0.762723309,0.015684664,0.002454927,4,280
Reservations,4/4/2019,15:00:00,88,67,7,0:02:10,0:00:59,90.5,9.5,0,41.8,50.7,7.5,0,Thursday,41.8,14,16,4.109078073,0.136407358,0.165921711,3,201
Reservations,4/4/2019,15:15:00,80,79,4,0:03:19,0:01:31,95.2,4.8,0,0,40.5,59.5,0,Thursday,0,17,16,1.725346977,0.065268551,0.028131578,3,237
Reservations,4/4/2019,15:30:00,98,75,11,0:03:50,0:02:10,87.2,12.8,0,0,28,52,20,Thursday,0,16,17,2.190227883,0.08716534,0.050728197,1,75
Reservations,4/4/2019,15:45:00,112,81,9,0:05:01,0:03:08,90,10,0,0,0,54.3,45.7,Thursday,0,17,17,2.94775056,0.114101772,0.093103191,1,81
Reservations,4/4/2019,16:00:00,98,80,16,0:07:56,0:02:58,83.3,16.7,0,0,0,0,100,Thursday,0,17,16,2.211547589,0.088013808,0.051221986,1,80
Reservations,4/4/2019,16:15:00,102,92,14,0:06:42,0:02:56,86.8,13.2,0,0,0,0,100,Thursday,0,19,16,4.224183441,0.140228463,0.170569586,0,0
Reservations,4/4/2019,16:30:00,114,99,15,0:05:42,0:02:52,86.8,13.2,0,0,0,5.1,94.9,Thursday,0,20,16,14.21800166,0.123113763,0.556062461,0,0
Reservations,4/4/2019,16:45:00,97,103,21,0:05:27,0:02:20,83.1,16.9,0,0,0,20.4,79.6,Thursday,0,21,16,6.747216195,0.152274173,0.309610667,0,0
Reservations,4/4/2019,17:00:00,0,18,0,0:04:40,0:00:00,100,0,0,0,0,100,0,Thursday,0,4,16,5.908149482,0.133337742,0.271108269,3,54
Reservations,4/5/2019,8:00:00,55,54,1,0:00:27,0:00:19,98.2,1.8,37,63,0,0,0,Friday,100,16,14,0.058105888,1.73E-05,9.57E-08,4,216
Reservations,4/5/2019,8:15:00,48,47,0,0:00:20,0:00:00,97.9,0,66,34,0,0,0,Friday,100,14,14,0.077224053,5.49E-05,5.57E-07,4,188
Reservations,4/5/2019,8:30:00,41,41,0,0:00:05,0:00:00,100,0,97.6,2.4,0,0,0,Friday,100,13,14,0.055655476,2.96E-05,2.46E-07,4,164
Reservations,4/5/2019,8:45:00,35,35,0,0:00:05,0:00:00,100,0,97.1,2.9,0,0,0,Friday,100,11,14,0.090831185,0.000151304,2.82E-06,4,140
Reservations,4/5/2019,9:00:00,56,55,0,0:00:06,0:00:00,100,0,90.9,9.1,0,0,0,Friday,100,16,14,0.068722446,2.73E-05,1.86E-07,4,220
Reservations,4/5/2019,9:15:00,45,46,0,0:00:05,0:00:00,100,0,95.7,4.3,0,0,0,Friday,100,14,14,0.064406492,3.43E-05,2.84E-07,4,184
Reservations,4/5/2019,9:30:00,46,44,2,0:00:16,0:00:04,95.7,4.3,45.5,54.5,0,0,0,Friday,100,13,14,0.098417792,0.000123759,1.88E-06,4,176
Reservations,4/5/2019,9:45:00,61,58,3,0:00:25,0:00:30,95.1,4.9,36.2,63.8,0,0,0,Friday,100,16,14,0.111916685,0.000105934,1.32E-06,4,232
Reservations,4/5/2019,10:00:00,50,48,2,0:00:31,0:00:09,96,4,41.7,58.3,0,0,0,Friday,100,14,14,0.092270617,8.73E-05,1.09E-06,4,192
Reservations,4/5/2019,10:15:00,58,54,2,0:00:19,0:00:08,96.4,3.6,40.7,59.3,0,0,0,Friday,100,16,13,0.058105888,1.73E-05,9.57E-08,4,216
Reservations,4/5/2019,10:30:00,42,40,3,0:00:48,0:00:46,93,7,17.5,77.5,5,0,0,Friday,95,11,13,0.244957926,0.001568339,8.22E-05,4,160
Reservations,4/5/2019,10:45:00,55,53,2,0:02:06,0:01:31,96.4,3.6,0,34,66,0,0,Friday,34,12,12,1.261417912,0.04300702,0.014076663,4,212
Reservations,4/5/2019,11:00:00,43,43,1,0:00:21,0:00:02,97.7,2.3,44.2,55.8,0,0,0,Friday,100,13,11,0.081720675,7.74E-05,9.61E-07,4,172
Reservations,4/5/2019,11:15:00,49,40,4,0:01:29,0:00:18,90.9,9.1,17.5,40,40,2.5,0,Friday,57.5,9,11,1.959980785,0.078002108,0.04539541,4,160
Reservations,4/5/2019,11:30:00,36,40,0,0:00:48,0:00:00,100,0,45,45,10,0,0,Friday,90,10,10,0.613770226,0.012621589,0.001975501,4,160
Reservations,4/5/2019,11:45:00,45,30,1,0:02:30,0:04:36,96.8,3.2,13.3,36.7,16.7,13.3,20,Friday,50,7,9,1.841490369,0.073286499,0.042651035,1,30
Reservations,4/5/2019,12:00:00,50,38,17,0:04:38,0:02:09,69.1,30.9,0,5.3,7.9,42.1,44.7,Friday,5.3,8,9,6.33126473,0.142886795,0.290523831,0,0
Reservations,4/5/2019,12:15:00,64,43,11,0:03:30,0:01:01,79.6,20.4,0,4.7,41.9,44.2,9.3,Friday,4.7,9,8,6.391607483,0.144248637,0.293292789,0,0
Reservations,4/5/2019,12:30:00,61,42,13,0:05:51,0:03:21,76.4,23.6,0,0,0,31,69,Friday,0,9,8,3.914173753,0.1299372,0.15805161,0,0
Reservations,4/5/2019,12:45:00,64,31,25,0:08:52,0:04:06,55.4,44.6,0,0,0,0,100,Friday,0,7,9,2.563602307,0.099232129,0.080970066,0,0
Reservations,4/5/2019,13:00:00,58,29,19,0:13:28,0:05:09,60.4,39.6,0,0,0,0,100,Friday,0,6,10,13.64130803,0.118120169,0.533508119,0,0
Reservations,4/5/2019,13:15:00,68,25,28,0:14:37,0:05:50,47.2,52.8,0,0,0,0,100,Friday,0,6,10,1.762549351,0.070144853,0.040822671,0,0
Reservations,4/5/2019,13:30:00,68,57,27,0:14:29,0:06:04,67.9,32.1,0,0,0,0,100,Friday,0,12,11,4.045125123,0.134284339,0.163339336,0,0
